M_sw,M_vlsi,bridge_reason,decision
attacker_controlled_update_path,malicious_firmware_modification,Attacker-controlled update path can deliver modified firmware or bitstream-like content,keep
attacker_controlled_update_path,trojan_delayed_disable_or_destroy,Attacker-controlled update path can deliver Trojan behavior that disables or destroys functionality later,review
attacker_controlled_update_path,trojan_covert_information_leakage,Attacker-controlled update path can deliver Trojan behavior that leaks confidential information,keep
attacker_controlled_update_path,security_asset_leakage_to_observable_points,Attacker-controlled update path can deliver an artifact that exposes security assets at observable points,review
attacker_controlled_update_path,break_intended_execution_flow,Attacker-controlled update path can deliver an artifact that alters intended control or execution behavior,keep
attacker_controlled_update_path,power_or_time_side_channel_exposure,Attacker-controlled update path can deliver an artifact that introduces power or timing side-channel exposure,review
maintainer_level_release_control,illegal_access_or_use_of_design_ip,Maintainer-level release control can publish an artifact that accesses design or IP files during downstream VLSI-flow use,review
maintainer_level_release_control,design_ip_extraction,Maintainer-level release control can publish an artifact that extracts design IP during downstream use,review
maintainer_level_release_control,unauthorized_design_copying,Maintainer-level release control can publish an artifact that copies design artifacts during execution,review
maintainer_level_release_control,ic_functionality_or_feature_modification,Maintainer-level release control can publish a modified artifact that changes IC functionality or features,keep
maintainer_level_release_control,malicious_hardware_component_insertion,Maintainer-level release control can publish an artifact containing malicious hardware logic or components,keep
maintainer_level_release_control,extra_functionality_in_hardware,Maintainer-level release control can publish an artifact that introduces extra hardware functionality,keep
maintainer_level_release_control,additional_functionality_in_implementation,Maintainer-level release control can publish an artifact that adds unintended functionality to the implementation,keep
maintainer_level_release_control,extra_behavior_beyond_specification,Maintainer-level release control can publish an artifact that creates behavior beyond the intended specification,keep
maintainer_level_release_control,unprotected_confidential_data_path,Maintainer-level release control can publish an artifact that weakens protection around confidential data paths,review
maintainer_level_release_control,redundant_logic_payload,Maintainer-level release control can publish an artifact carrying hidden or redundant payload logic,keep
maintainer_level_release_control,hard_to_excite_trigger_signal,Maintainer-level release control can publish an artifact containing hard-to-excite trigger signals,review
maintainer_level_release_control,untestable_or_suspicious_logic,Maintainer-level release control can publish an artifact containing suspicious or difficult-to-test logic,keep
maintainer_level_release_control,malicious_design_alteration_before_fabrication,Maintainer-level release control can publish a maliciously altered design artifact before fabrication,keep
maintainer_level_release_control,original_circuitry_modification,Maintainer-level release control can publish an artifact with modified circuit content,keep
maintainer_level_release_control,add_remove_or_bypass_logic,Maintainer-level release control can publish an artifact that adds removes or bypasses design logic,keep
